"Location_Name","Map_ID","X_coord","Y_coord","Z_coord"
"Blade's Edge Mountains : Bloodmaul Ravine ",530,1945.96,6388.7,-10.3385
"Blade's Edge Mountains : Boulder'mok ",530,3607.37,7164.28,141.338
"Blade's Edge Mountains : Broken Wilds ",530,3416.34,4572.96,192.963
"Blade's Edge Mountains : Churning Gulch ",530,2875.19,6241.72,12.7987
"Blade's Edge Mountains : Circle of Blood Arena ",530,2838.5,5929.38,11.1157
"Blade's Edge Mountains : Crystal Spine ",530,4007.5,4976.03,267.921
"Blade's Edge Mountains : Cursed Hollow ",530,2680.11,5665.06,-13.8795
"Blade's Edge Mountains : Daggermaw Canyon ",530,3249.71,5802.41,14.281
"Blade's Edge Mountains : Death's Door ",530,2267.82,5396.15,145.739
"Blade's Edge Mountains : Draenethyst Mine ",530,1400.01,6545.57,8.50813
"Blade's Edge Mountains : Dragon's End ",530,2643.13,5881.1,3.68066
"Blade's Edge Mountains : Evergrove ",530,3027.23,5475.45,146.62
"Blade's Edge Mountains : Felstorm Point ",530,3989.97,5496.07,267.773
"Blade's Edge Mountains : Forge Camp: Anger ",530,2946.4,4837.72,277.624
"Blade's Edge Mountains : Forge Camp: Terror ",530,1506.86,7303.65,367.062
"Blade's Edge Mountains : Forge Camp: Wrath ",530,2943.3,6962.01,365.407
"Blade's Edge Mountains : Grishnath ",530,3650.78,6602.99,132.293
"Blade's Edge Mountains : Gruul's Lair Entrance ",530,3621.37,5310.96,-21.8619
"Blade's Edge Mountains : Jagged Ridge ",530,2038.04,6046.85,146.237
"Blade's Edge Mountains : Mok'Nathal Village ",530,2158.07,4795.25,165.322
"Blade's Edge Mountains : Raazan's Landing ",530,2854.76,5234.88,268.939
"Blade's Edge Mountains : Raven's Wood ",530,3430.84,7098.49,153.864
"Blade's Edge Mountains : Razor Ridge ",530,2467.87,5320.79,264.548
"Blade's Edge Mountains : Ruuan Weald ",530,3166.08,5570.9,141.385
"Blade's Edge Mountains : Scalewing Shelf ",530,2009.69,5146.08,265.365
"Blade's Edge Mountains : Singing Ridge ",530,1604.28,5446.96,266.042
"Blade's Edge Mountains : Skald ",530,3698.41,4956.87,274.24
"Blade's Edge Mountains : Sylvanaar ",530,2058.87,6851.6,172.596
"Blade's Edge Mountains : Living Grove ",530,1757.93,6748.4,138.985
"Blade's Edge Mountains : Thunderlord Stronghold ",530,2382.8,6044.77,139.549
"Blade's Edge Mountains : Toshley's Station ",530,1907.43,5562.55,262.439
"Blade's Edge Mountains : Trogma's Claim ",530,1717.83,4956.1,170.844
"Blade's Edge Mountains : Veil Lashh ",530,1590.84,6924.01,157.576
"Blade's Edge Mountains : Veil Ruuan ",530,3249.64,5335.43,144.992
"Blade's Edge Mountains : Veil Vekh ",530,1697.13,4607.79,143.439
"Blade's Edge Mountains : Vekhaar Stand ",530,1874.74,4812.07,157.949
"Blade's Edge Mountains : Vortex Pinnacle ",530,2310.71,7286.12,365.513
"Blade's Edge Mountains : Wyrmskull Bridge ",530,3033.6,5956.77,130.779
"Blade's Edge Mountains : Wyrmskull Tunnel ",530,3206.68,6283.51,124.194
"Blasted Lands : Altar ",0,-11685.248047,-2384.635254,-0.19184
"Blasted Lands : Altar of Storms Blasted Lands ",0,-11272.8,-2547.59,102.02
"Blasted Lands : Dreadmaul Hold ",0,-10859,-2663.38,7.80049
"Blasted Lands : Dreadmaul Post ",0,-11528.205078,-2863.730713,9.992482
"Blasted Lands : Nethergarde Keep ",0,-10998.8,-3402.74,61.9031
"Blasted Lands : Dark Portal ",0,-11894.8,-3206.52,-14.62
"Blasted Lands : Tainted Scar ",0,-12238.253906,-2475.102539,-2.823309
"Bloodmyst Isle : Amberweb Pass ",530,-1631.36,-10671.5,143.441
"Bloodmyst Isle : Axxarien ",530,-1504.03,-11406.3,67.8893
"Bloodmyst Isle : Beryl Coast ",530,-2677.72,-12363.2,0.345755
"Bloodmyst Isle : Blacksilt Shore ",530,-2831.77,-11294.6,2.31774
"Bloodmyst Isle : Bladewood ",530,-1785.28,-11611,35.4213
"Bloodmyst Isle : Blood Watch ",530,-1987.23,-11839,52.6508
"Bloodmyst Isle : Bloodcurse Isle ",530,-1818.28,-12778.7,3.91112
"Bloodmyst Isle : Bristlelimb Enclave ",530,-2503.26,-12222.4,28.9453
"Bloodmyst Isle : Kessel's Crossing ",530,-2665.15,-12143.8,16.7086
"Bloodmyst Isle : Middenvale ",530,-2405.61,-11767.2,17.6714
"Bloodmyst Isle : Mystwood ",530,-2589.49,-11543.5,34.5919
"Bloodmyst Isle : Nazzivian ",530,-2377.31,-11309.2,31.9433
"Bloodmyst Isle : Ragefeather Ridge ",530,-1483.05,-11881.7,27.9084
"Bloodmyst Isle : Ruins of Loreth'Aran ",530,-1713.49,-12137.1,11.8676
"Bloodmyst Isle : Talon Stand ",530,-1209.8,-12445.7,94.4462
"Bloodmyst Isle : Tel'athion's Camp ",530,-1644.25,-10918,58.8257
"Bloodmyst Isle : Bloodcursed Reef ",530,-1256.27,-12791.7,0.574507
"Bloodmyst Isle : Bloodwash ",530,-1283.63,-11357.6,20.8564
"Bloodmyst Isle : Crimson Reach ",530,-1990.22,-12340.6,0.392534
"Bloodmyst Isle : Cryo-Core ",530,-2099.68,-11380.2,63.7418
"Bloodmyst Isle : Foul Pool ",530,-1551.48,-10982.1,58.7619
"Bloodmyst Isle : Hidden Reef ",530,-1164.27,-11090.6,-75.719
"Bloodmyst Isle : Lost Fold ",530,-2553.08,-11979.4,25.5455
"Bloodmyst Isle : Vector Coil ",530,-1923.64,-10561.2,177.182
"Bloodmyst Isle : Warp Piston ",530,-1220.95,-11794.1,2.88458
"Bloodmyst Isle : Veridian Point ",530,-1002.08,-12513.4,14.6995
"Bloodmyst Isle : Vindicator's Rest ",530,-1767.2,-11062.8,76.7134
"Bloodmyst Isle : Wrathscale Lair ",530,-2240.01,-12265.2,45.0781
"Bloodmyst Isle : Wyrmscar Island ",530,-1302.21,-12279.5,16.4967
"Burning Steppes : Altar of Storms Burning Steppes ",0,-7613.13,-761.492,190.807
"Burning Steppes : Blackrock Mountain North Entrance ",0,-7813.246094,-1133.333008,214.069138
"Burning Steppes : Blackrock Pass ",0,-8547.529297,-2560.76001,133.148727
"Burning Steppes : Blackrock Stronghold ",0,-7728.115234,-1504.216675,132.836838
"Burning Steppes : Draco'dar ",0,-8222.078125,-1174.151498,142.556854
"Burning Steppes : Dreadmaul Rock ",0,-7924.68,-2624.44,220.958
"Burning Steppes : Flame Crest ",0,-7494.010254,-2181.415039,165.573975
"Burning Steppes : Morgan's Vigil ",0,-8381.298828,-2757.463135,187.853745
"Burning Steppes : Pillar of Ash ",0,-8068.392578,-1603.971191,139.572449
"Burning Steppes : Ruins of Thaurissan ",0,-7798.31543,-2171.406982,133.01
"Burning Steppes : Slither Rock ",0,-7657.36084,-3001.405762,136.292435
"Burning Steppes : Terror Wing Path ",0,-7884.634277,-2901.770996,133.091278
"Caverns of Time : Hyjal Summit - Entrance ",534,4605,-3912,944.186
"Caverns of Time : Hyjal Summit - Alliance Base ",534,5033.57,-1780.95,1321.83
"Caverns of Time : Hyjal Summit - Horde Encampment ",534,5413.55,-2852.26,1512.13
"Caverns of Time : Hyjal Summit - Night Elf Village ",534,5186.87,-3389.84,1636.79
"Caverns of Time : Hyjal Summit - Nordrassil ",534,5441.94,-3598.37,1561.63
"Caverns of Time : Hyjal Summit - Undead Base ",534,5134,-1430.04,1348.98
"Caverns of Time : Old Hillsbrad Foothills - Durnholde Keep ",560,2179.86,145.185,88.2163
"Caverns of Time : Old Hillsbrad Foothills - Entrance ",560,2764.22,1290.65,13.7092
"Caverns of Time : Old Hillsbrad Foothills - Giant Clock ",560,3050.49,1306.78,13.1169
"Caverns of Time : Old Hillsbrad Foothills - Strahnbrad ",560,3353,641,164
"Caverns of Time : Old Hillsbrad Foothills - Tarren Mill ",560,2637.37,681.769,54.7522
"Caverns of Time : Old Hillsbrad Foothills - Southshore ",560,1810.65,1067.53,9.71897
"Caverns of Time : Black Morass - Dark Portal ",269,-2033.498413,7120.973633,22.664389
"Caverns of Time : Black Morass - Entrance ",269,-1485.05,7030.93,33.2425
"Caverns of Time : Black Morass - Giant Clock ",269,-1308.24,6776.76,34.4769
"Darkshore : Ameth'Aran ",1,5732.531738,116.359367,31.56809
"Darkshore : Auberdine ",1,6441.729004,485.862885,7.691852
"Darkshore : Bashal'Aran ",1,6735.43,6.71422,42.7028
"Darkshore : Blackwood Den ",1,4641.189941,55.3801,66.630699
"Darkshore : Cliffspring River ",1,6931.74,-569.077,44.8192
"Darkshore : Grove of Ancients ",1,4995.94,82.9197,54.3857
"Darkshore : Mist's Edge ",1,7742.92,-769.867,5.22102
"Darkshore : Remtravel's Excavation ",1,4690.467773,559.935486,25.875835
"Darkshore : Ruins of Mathystra ",1,7373.38,-938.331,32.6196
"Darkshore : Shatterspear Village ",1,7433.971191,-1558.314697,187.763184
"Darkshore : Tower of Althalaxx ",1,7177.46,-761.607,59.6101
"Darkshore : Twilight Shore ",1,5028.14,534.745,7.28397
"Darkshore : Twilight Vale ",1,4916.990234,328.429993,36.767799
"Deadwind Pass : Ariden's Camp ",0,-10443.619141,-2140.790283,90.779533
"Deadwind Pass : Deadman's Crossing ",0,-10460.589844,-1717.501831,83.596916
"Deadwind Pass : Duskwood Entrance ",0,-10435.4,-1809.28,98.3851
"Deadwind Pass : Karazhan Crypt ",0,-11086.6,-1792.89,52.7427
"Deadwind Pass : Karazhan Entrance ",0,-11127.624023,-2042.982788,47.07523
"Deadwind Pass : Karazhan Gryphons ",0,-11054.3,-1987.25,231.245
"Deadwind Pass : Morgan's Plot ",0,-11110.3,-1832.12,71.8645
"Deadwind Pass : Sleeping Gorge ",0,-10592.526367,-2131.213135,91.470261
"Deadwind Pass : Vice ",0,-10889.762695,-2291.202637,117.131104
"Desolace : Gelkis Village ",1,-2221.79,2519.69,59.1523
"Desolace : Ghost Walker Post ",1,-1156.34,1894.49,88.869186
"Desolace : Kodo Graveyard ",1,-1305.19,1837.56,55.731
"Desolace : Kolkar Village ",1,-939.787,1091.4,93.8119
"Desolace : Magram Village ",1,-1754.33,967.89,92.5626
"Desolace : Mannoroc Coven ",1,-1879.28,1745.49,78.8892
"Desolace : Nijel's Point ",1,147.01123,1231.578979,165.476013
"Desolace : Sar'theris Strand ",1,-592.792,2592.84,15.467
"Desolace : Sargeron ",1,-242.347,764.848,98.7113
"Desolace : Shadowprey Village ",1,-1659,3092,30.5
"Desolace : Thunder Axe Fortress ",1,-439.192,1708.22,125.856
"Desolace : Valley of Spears ",1,-1270.565674,2849.625488,113.745155
"Dun Morogh : Anvilmar ",0,-6110.8,388.517,395.542
"Dun Morogh : Brewnall Village ",0,-5368.81,319.498,394.123
"Dun Morogh : City of Ironforge ",0,-4981.25,-881.542,501.66
"Dun Morogh : Coldridge Valley ",0,-6325.7,294.835,379.791
"Dun Morogh : Frostmane Hold ",0,-5584.206543,759.832153,384.290161
"Dun Morogh : Gnomeregan Entrance ",0,-5189.21875,524.796143,388.106781
"Dun Morogh : Gnomeregan Train Depot ",0,-4858.27002,756.434875,244.922714
"Dun Morogh : Gol'Bolar Quarry ",0,-5826.35,-1586.57,364.269
"Dun Morogh : Helm's Bed Lake ",0,-5607.39,-1984.16,396.373
"Dun Morogh : Iceflow Lake ",0,-5259.74,107.593,392.567
"Dun Morogh : Ironforge Airport ",0,-4630.872559,-1680.196777,504.015686
"Dun Morogh : Ironforge Flag ",0,-4804.580078,-998.508423,892.37262
"Dun Morogh : Kharanos ",0,-5582.32,-463.982,402
"Dun Morogh : Misty Pine Refuge ",0,-5353.18,-1043.02,394.772
"Dun Morogh : North Gate Outpost ",0,-5231.95,-2366.98,398.807
"Dun Morogh : South Gate Outpost ",0,-5475.44,-2425.32,413.455
"Dun Morogh : Steelgrill's Depot ",0,-5470.37,-662.312,392.674
"Durotar : Bladefist Bay ",1,1525.73,-4968.13,17.1397
"Durotar : Deadeye Shore ",1,918.715,-5115.69,2.85835
"Durotar : Dustwind Cave ",1,815.332214,-4751.07666,36.294128
"Durotar : Echo Isles ",1,-1124.19,-5535.02,8.62076
"Durotar : Hidden Path ",1,-844.332825,-4217.060547,88.668396
"Durotar : Kolkar Crag ",1,-1028.63,-4599.8,25.5756
"Durotar : Orgrimmar ",1,1484.36,-4417.03,24.4709
"Durotar : Razor Hill ",1,304.762,-4734.97,9.30458
"Durotar : Razorwind Canyon ",1,900.676941,-4634.824219,17.787638
"Durotar : Scuttle Coast ",1,242.548,-5151.46,1.60441
"Durotar : Sen'Jin Village ",1,-844.586,-4924.29,20.8708
"Durotar : Shrine of Dormant Flame ",1,-243.40007,-4016.529785,187.30217
"Durotar : Skull Rock ",1,1452.830078,-4877.144043,11.87883
"Durotar : Southfury River ",1,114.769,-3758.95,17.8907
"Durotar : Spirit Rock ",1,-861.456604,-4283.674805,77.799149
"Durotar : Thunder Ridge ",1,925.127,-4038.29,-13.338
"Durotar : Tiragarde Keep ",1,-250.245,-5070.41,22.5875
"Durotar : Valley of Trials ",1,-636.469,-4243.52,38.1339
"Duskwood : Addle's Stead ",0,-10992.6,268.794,27.51
"Duskwood : Beggar's Haunt ",0,-10359.9,-1531.75,91.5352
"Duskwood : Brightwood Grove ",0,-10649.7,-884.01,50.8196
"Duskwood : Darkshire ",0,-10567.5,-1169.86,29.0826
"Duskwood : Forlorn Rowe ",0,-10316.7,342.295,59.6454
"Duskwood : Raven Hill ",0,-10750.1,323.644,38.0417
"Duskwood : Darkened Bank ",0,-10015.901367,-575.456543,42.75148
"Duskwood : Rotting Orchard ",0,-11069.3,-927.315,63.502
"Duskwood : Yorgen Farmstead ",0,-11105.4,-500.791,32.8518
"Duskwood : Tranquil Gardens Cemetery ",0,-10993.3,-1331.19,52.7805
"Duskwood : Twilight Grove ",0,-10385,-424.696,63.534
"Dustwallow Marsh : Alcaz Island ",1,-2657.629395,-4896.053223,21.372576
"Dustwallow Marsh : Beezil's Wreck ",1,-4006.19,-3777.83,40.6804
"Dustwallow Marsh : Brackenwall Village ",1,-3129.38,-2864.51,34.8711
"Dustwallow Marsh : Dreadmurk Shore ",1,-3012.72,-4345.51,6.83608
"Dustwallow Marsh : Lost Point ",1,-3922.24,-2839.21,44.6212
"Dustwallow Marsh : North Point Tower ",1,-2855.96,-3422.66,36.7473
"Dustwallow Marsh : Sentry Point ",1,-3459.39,-4130.3,16.3786
"Dustwallow Marsh : Shady Rest Inn ",1,-3719.26,-2530.63,69.58
"Dustwallow Marsh : Stonemaul Ruins ",1,-4354.46,-3275.34,46.0475
"Dustwallow Marsh : Den of Flame ",1,-4336.82,-3018.67,33.1744
"Dustwallow Marsh : Dragonmurk ",1,-4197.56,-2873.76,44.6771
"Dustwallow Marsh : Theramore Isle ",1,-3729.36,-4421.41,30.4474
"Dustwallow Marsh : Theramore Isle Lighthouse ",1,-3688.18,-4760.14,0.909682
"Dustwallow Marsh : Wyrmbog ",1,-4682.968262,-3607.629883,58.450016
"Eastern Plaguelands : Arc ",0,2953.424805,-4013.08252,101.429352
"Eastern Plaguelands : Blackwood Lake ",0,2515.843018,-4251.861328,76.356834
"Eastern Plaguelands : Corin's Crossing ",0,2039.727173,-4511.625,73.621826
"Eastern Plaguelands : Crown Guard Tower ",0,1868.662354,-3678.965332,155.23143
"Eastern Plaguelands : Eastwall Tower ",0,2545.236328,-4773.797852,107.25428
"Eastern Plaguelands : Light's Hope Chapel ",0,2278.364258,-5311.157227,87.200989
"Eastern Plaguelands : Mazra'Alor ",0,3452.83,-4992.61,196.981
"Eastern Plaguelands : Northdale ",0,3011.487793,-4941.438965,103.585503
"Eastern Plaguelands : Northpass Tower ",0,3181.779785,-4331.39209,137.688721
"Eastern Plaguelands : Plaguewood ",0,3130.170654,-3401.760986,139.477997
"Eastern Plaguelands : Quel'Lithien Lodge ",0,3369.37,-4236.1,156.5
"Eastern Plaguelands : Terrordale ",0,2929.86,-2866.845,98.42
"Eastern Plaguelands : Terrorweb Tunnel ",0,2741.584717,-2471.744141,74.780006
"Eastern Plaguelands : Fungal Vale ",0,2448.253174,-3703.935791,179.083074
"Eastern Plaguelands : Marris Stead ",0,1868.959961,-3223.389893,123.065002
"Eastern Plaguelands : Noxious Glade ",0,2714.320801,-5455.48291,159.145081
"Eastern Plaguelands : Undercroft ",0,1718.679565,-3281.455322,89.658745
"Eastern Plaguelands : Tyr's Hand ",0,1612.63,-5524.9,111.148
"Eastern Plaguelands : Zul'Mashar ",0,3386.860107,-4931.453125,161.093033
"Elwynn Forest : Brackwell Pumpkin Patch ",0,-9769.82,-811.712,40.9564
"Elwynn Forest : Crystal Lake ",0,-9462.99,-161.312,60.7274
"Elwynn Forest : Eastvale Logging Camp ",0,-9549,-1407.04,54.7673
"Elwynn Forest : Fargodeep Mine ",0,-9811.76,130.16,6.86
"Elwynn Forest : Forest's Edge ",0,-9646.46,679.589,37.4136
"Elwynn Forest : Goldshire ",0,-9443.45,59.8944,56.0704
"Elwynn Forest : Hero's Vigil ",0,-9136.28,-1053.89,70.624
"Elwynn Forest : Jasperlode Mine ",0,-9077.34,-552.93,60.35
"Elwynn Forest : Mirror Lake Orchard ",0,-9469.08,467.583,54.0913
"Elwynn Forest : Northshire Valley ",0,-9015.916016,-79.441109,87.119759
"Elwynn Forest : Stone Cairn Lake ",0,-9325.33,-1038.92,65.3535
"Elwynn Forest : Stormwind City ",0,-8913.23,554.633,93.7944
"Elwynn Forest : Maclure Vineyards ",0,-9881.4,88.8972,33.3196
"Elwynn Forest : Stonefield Farm ",0,-9964.72,391.509,35.6555
"Elwynn Forest : Thunder Falls ",0,-9302.16,709.659,130.996
"Elwynn Forest : Tower of Azora ",0,-9527.475586,-686.063782,62.250217
"Elwynn Forest : Westbrook Garrison ",0,-9646.46,679.589,37.4136
"Eversong Woods : Azurebreeze Coast ",530,9619.29,-8049.84,0.474619
"Eversong Woods : Dawning Lane ",530,9709.5,-6649.06,6.3826
"Eversong Woods : Duskwither Grounds ",530,9499.94,-7868.79,16.1281
"Eversong Woods : Duskwither Spire ",530,9336.16,-7884.23,158.445
"Eversong Woods : East Sanctum ",530,8748.17,-7078.31,37.276
"Eversong Woods : Elrendar Falls ",530,8616.9,-7683.13,155.867
"Eversong Woods : Fairbreeze Village ",530,8739.75,-6681.23,69.7043
"Eversong Woods : Falconwing Square ",530,9517.79,-6829.8,16.4922
"Eversong Woods : Falthrien Academy ",530,10151.3,-6005.09,110.155
"Eversong Woods : Farstrider Retreat ",530,8988.34,-7505.51,83.2519
"Eversong Woods : Golden Strand ",530,8647.31,-5716.3,4.57673
"Eversong Woods : Goldenbough Pass ",530,8413.79,-6153.24,61.2879
"Eversong Woods : Lake Elrendar ",530,8449.5,-7751.33,144.762
"Eversong Woods : North Sanctum ",530,9294.53,-6684.55,22.4344
"Eversong Woods : Runestone Falithas ",530,8219.1,-6690.42,86.5563
"Eversong Woods : Runestone Shan'dor ",530,8244.43,-7195.02,138.042
"Eversong Woods : Saltheril's Haven ",530,8661.52,-6381.21,53.3425
"Eversong Woods : Shrine of Dath'Remar ",530,10401.6,-5950.57,41.0888
"Eversong Woods : Silvermoon City Entrance ",530,9394.42,-7278.14,14.2408
"Eversong Woods : Stillwhisper Pond ",530,9248.45,-7229.35,15.2742
"Eversong Woods : Sunsail Anchorage ",530,8803.98,-6101.4,20.2007
"Eversong Woods : Sunstrider Isle ",530,10240.7,-6173.45,17.9731
"Eversong Woods : Dead Scar ",530,9246.32,-6964.86,5.18719
"Eversong Woods : Living Wood ",530,8683.03,-7398.45,111.437
"Eversong Woods : Scorched Grove ",530,8214.1,-6303.71,64.5067
"Eversong Woods : Sunspire ",530,10350.1,-6379.74,38.2836
"Eversong Woods : Thuron's Livery ",530,9261.38,-7489.79,37.3408
"Eversong Woods : Tor'Watha ",530,8540.4,-7986.56,155.066
"Eversong Woods : Tranquil Shore ",530,9059.83,-5925.45,0.860355
"Eversong Woods : West Sanctum ",530,9124.94,-6240.55,19.0641
"Eversong Woods : Zeb'Watha ",530,8472.87,-7628.39,152.199
"Felwood : Bloodvenom Falls ",1,5280.025879,-713.610046,346.128693
"Felwood : Bloodvenom Post ",1,5118.258789,-354.041016,356.596802
"Felwood : Deadwood Village ",1,3578.008789,-1172.682739,220.337448
"Felwood : Emerald Sanctuary ",1,3989.177979,-1292.13147,251.131149
"Felwood : Irontree Woods ",1,6200,-1035,387
"Felwood : Jadefire Run ",1,6336.779785,-770.389648,500.871124
"Felwood : Jaedenar ",1,4878.319336,-614.21936,306.391052
"Felwood : Morlos' Aran ",1,3791.512695,-1693.279419,255.695404
"Felwood : Ruins of Constellas ",1,4523.880859,-535.86908,304.190094
"Felwood : Shatter Scar Vale ",1,5483.899902,-749.880981,334.621002
"Felwood : Talonbranch Glade ",1,6210.600586,-1932.148193,569.309265
"Felwood : Timbermaw Hold Tunnel ",1,6794.399414,-2076.202393,624.164917
"Feralas : Camp Mojache ",1,-4369.68,242.294,25.4133
"Feralas : Dream Bough ",1,-2871.76,1885.29,52.6501
"Feralas : Feathermoon Stronghold ",1,-4411.091309,3228.021484,12.129439
"Feralas : Isle of Dread ",1,-6498.465332,3011.379639,7.43054
"Feralas : On Eastern Colossal ",1,-3289.27,2013.32,244.467
"Feralas : Oneiros ",1,-3143.33,1723.14,48.809
"Feralas : Ruins of Isildien ",1,-5566.04,1449.82,20.1135
"Feralas : Ruins of Ravenwind ",1,-2858.35,2611.48,58.3777
"Feralas : Ruins of Solarsal ",1,-4861.194336,3516.695068,22.865936
"Feralas : Thalanaar ",1,-4517.1,-780.415,-40.736
"Feralas : Forgotten Coast ",1,-4522.22,2038.54,50.1436
"Feralas : Twin Colossals ",1,-3220.28,2215.06,33.5292
"Feralas : Writhing Deep ",1,-5255.03,226.012,95.0268
"Ghostlands : Amani Catacombs ",530,7636.13,-7359.08,162.328
"Ghostlands : Amani Pass ",530,6847.64,-7750.87,122.616
"Ghostlands : An'daroth ",530,7921.11,-6501.81,47.7281
"Ghostlands : An'owyn ",530,6834.18,-7203.91,27.6512
"Ghostlands : An'telas ",530,7455.39,-7293.73,95.7869
"Ghostlands : Andilien Estate ",530,7018.29,-6817.43,42.0335
"Ghostlands : Bleeding Ziggurat ",530,7179.65,-6417.22,56.181
"Ghostlands : Dawnstar Spire ",530,7830.53,-7830.51,170.331
"Ghostlands : Deatholme ",530,6611.1,-6437.03,29.2441
"Ghostlands : Elrendar Crossing ",530,8014.27,-6880.58,62.554
"Ghostlands : Farstrider Enclave ",530,7608.42,-7671.06,153.998
"Ghostlands : Goldenmist Village ",530,7878.45,-6197.75,20.3104
"Ghostlands : Howling Ziggurat ",530,7208.86,-6624.84,60.9238
"Ghostlands : Isle of Tribulations ",530,8043.15,-7550.81,150.272
"Ghostlands : Sanctum of Moon ",530,7543.69,-6415.14,12.1095
"Ghostlands : Sanctum of Sun ",530,7158.18,-7076.86,55.1808
"Ghostlands : Shalandis Isle ",530,7702.02,-5731.72,3.77456
"Ghostlands : Suncrown Village ",530,7973.19,-7253.08,137.147
"Ghostlands : Sungraze Peak ",530,7585.01,-7054.7,391.455
"Ghostlands : Thalassian Pass ",530,6350.64,-6848.76,100.518
"Ghostlands : Tower of Damned ",530,6445.69,-6388.24,55.1793
"Ghostlands : Tranquillien ",530,7579.28,-6822.69,86.5291
"Ghostlands : Underlight Mines ",530,7193.34,-6199.83,19.8381
"Ghostlands : Windrunner Spire ",530,7019.71,-5731.64,106.167
"Ghostlands : Windrunner Village ",530,7254.07,-5901.66,15.4899
"Ghostlands : Zeb'Nowa ",530,6735.99,-7373.32,51.8893
"Ghostlands : Zeb'Sora ",530,8019.15,-7825.86,172.797
"Ghostlands : Zeb'Tela ",530,7395.92,-7816.13,147.894
"Hellfire Peninsula : Broken Hill ",530,-542.231,3480.55,44.7438
"Hellfire Peninsula : Cenarion Post ",530,-324.06,4722.37,18.647
"Hellfire Peninsula : Den of Haal'esh ",530,-1101.28,4207.32,56.2386
"Hellfire Peninsula : Dustquill Ravine ",530,-816.221,4385.29,69.9742
"Hellfire Peninsula : East Supply Caravan ",530,-603.306,2368.99,38.5942
"Hellfire Peninsula : Expedition Armory ",530,-1229.93,2674.9,2.69016
"Hellfire Peninsula : Expedition Point ",530,-657.06,1866.18,68.3987
"Hellfire Peninsula : Falcon Watch ",530,-607.069,4100.84,90.3678
"Hellfire Peninsula : Fallen Sky Ridge ",530,39.0318,4667.51,48.7238
"Hellfire Peninsula : Felspark Ravine ",530,214.231,2301.33,56.4926
"Hellfire Peninsula : Forge Camp: Mageddon ",530,382.59,2186.89,118.38
"Hellfire Peninsula : Forge Camp: Rage ",530,398.865,2501.62,148.81
"Hellfire Peninsula : Gor'gaz Outpost ",530,-1103.97,3219.42,65.1654
"Hellfire Peninsula : Haal'eshi Gorge ",530,-1233.74,4071.68,73.697
"Hellfire Peninsula : Hellfire Citadel Entrance ",530,-297.644,3034.8,-3.62105
"Hellfire Peninsula : Honor Hold ",530,-679.361,2668.36,89.7899
"Hellfire Peninsula : Invasion Point: Annihilator ",530,538.373,2766.97,214.837
"Hellfire Peninsula : Mag'har Grounds ",530,378.528,3681.59,185.678
"Hellfire Peninsula : Mag'har Post ",530,520.606,3884.38,190.436
"Hellfire Peninsula : Northern Rampart ",530,-7.00015,3182.38,50.3071
"Hellfire Peninsula : Pools of Aggonar ",530,347.318,3398.97,64.442
"Hellfire Peninsula : Razorthorn Trail ",530,-1561.37,3565.05,35.0661
"Hellfire Peninsula : Reaver's Fall ",530,-37.482,2141.88,110.16
"Hellfire Peninsula : Ruins of Sha'naar ",530,-635.146,4801.16,43.9434
"Hellfire Peninsula : Sha'naari Wastes ",530,-464.254,4800.6,23.5454
"Hellfire Peninsula : Shatter Point ",530,268.793,1469.49,-15.4438
"Hellfire Peninsula : Southern Rampart ",530,-1124.73,3278.55,116.206
"Hellfire Peninsula : Spinebreaker Mountains ",530,-1420.42,2306.1,261.402
"Hellfire Peninsula : Spinebreaker Pass ",530,-831.647,1765.21,100.529
"Hellfire Peninsula : Spinebreaker Post ",530,-1301.21,2386.12,82.2112
"Hellfire Peninsula : StonescyCanyon ",530,474.021,3085.24,24.4566
"Hellfire Peninsula : Supply Caravan ",530,57.5923,2539.6,64.4756
"Hellfire Peninsula : Temple of Telhamat ",530,142.815,4332.57,106.292
"Hellfire Peninsula : Abyssal Shelf ",530,870.647,1792.91,138.874
"Hellfire Peninsula : Great Fissure ",530,-614.095,3749.35,39.3266
"Hellfire Peninsula : Legion Front ",530,-486.408,1769.5,48.9397
"Hellfire Peninsula : Overlook ",530,-161.759,3487.72,57.7898
"Hellfire Peninsula : Path of Anguish ",530,-502.054,2052.85,81.97
"Hellfire Peninsula : Stadium ",530,-293.132,3703.44,58.4293
"Hellfire Peninsula : Stair of Destiny ",530,-250.245,1046.48,54.3177
"Hellfire Peninsula : Warp Fields ",530,-1403.47,3078.09,23.9806
"Hellfire Peninsula : Thornfang Hill ",530,-255.753,5122.85,89.1986
"Hellfire Peninsula : Thrallmar ",530,143.151,2673.19,85.676
"Hellfire Peninsula : Throne of Kil'jaeden ",530,783.361,2294.61,281.369
"Hellfire Peninsula : Valley of Bones ",530,-887.171,2322.67,-4.11074
"Hellfire Peninsula : Void Ridge ",530,-859.009,1522.18,43.0446
"Hellfire Peninsula : Zeppelin Crash ",530,-1072.59,2993.79,7.98099
"Hellfire Peninsula : Zeth'Gor ",530,-1034.76,2030.43,66.9408
"Hillsbrad Foothills : Azurelode Mine ",0,-870.601,233.102,9.93092
"Hillsbrad Foothills : Dun Garok ",0,-1266.15,-1198.95,40.1765
"Hillsbrad Foothills : Durnholde Keep ",0,-489.832,-1391.35,53.3854
"Hillsbrad Foothills : Eastern Strand ",0,-1234.91,-943.205,8.62585
